Anthony,King,M,AnthonyKing@westmont.edu,2.98,2555
Rhonda,Palmer,M,RhondaPalmer@westmont.edu,3.66,2252
Holly,Steele,M,HollySteele@westmont.edu,5.50,3645
Alexander,Ballard,M,AlexanderBallard@westmont.edu,1.37,2902
Danielle,Johnson,F,DanielleJohnson@westmont.edu,9.55,1270
Robert,Brennan,M,RobertBrennan@westmont.edu,0.54,981
Charles,Brady,F,CharlesBrady@westmont.edu,4.91,3743
Sarah,Young,M,SarahYoung@westmont.edu,9.25,3490
Kevin,Norman,M,KevinNorman@westmont.edu,2.51,724
Leah,Nicholson,M,LeahNicholson@westmont.edu,0.23,1897
Alexis,Lopez,F,AlexisLopez@westmont.edu,2.37,61
Kiara,Gordon,M,KiaraGordon@westmont.edu,4.73,4527
Tyler,Rivera,M,TylerRivera@westmont.edu,0.75,761
Ryan,Larson,M,RyanLarson@westmont.edu,5.87,4702
Mark,Riddle,F,MarkRiddle@westmont.edu,6.17,1228
Jon,Foster,F,JonFoster@westmont.edu,0.92,3245
Adam,Park,M,AdamPark@westmont.edu,3.96,2298
Michael,Herrera,F,MichaelHerrera@westmont.edu,7.73,561
Sarah,Barnes,F,SarahBarnes@westmont.edu,9.62,4655
Calvin,Bailey,M,CalvinBailey@westmont.edu,8.64,1030
Mark,Novak,F,MarkNovak@westmont.edu,6.58,2400
Amanda,Dillon,F,AmandaDillon@westmont.edu,6.56,4860
Amy,Mason,F,AmyMason@westmont.edu,3.64,3557
Jeremiah,Lopez,F,JeremiahLopez@westmont.edu,2.81,988
Jonathon,Parker,M,JonathonParker@westmont.edu,6.03,925
Benjamin,Fry,F,BenjaminFry@westmont.edu,4.77,1786
Christian,Thomas,M,ChristianThomas@westmont.edu,0.63,826
Kevin,Summers,M,KevinSummers@westmont.edu,8.86,2400
Brittany,Guzman,M,BrittanyGuzman@westmont.edu,1.16,3661
Edward,Frazier,F,EdwardFrazier@westmont.edu,3.79,4105
Katie,Kirk,M,KatieKirk@westmont.edu,3.15,4230
Allison,Hess,F,AllisonHess@westmont.edu,4.16,4348
Tami,Miller,M,TamiMiller@westmont.edu,5.11,3593
Victoria,Harrell,M,VictoriaHarrell@westmont.edu,9.37,4327
Robin,Jackson,F,RobinJackson@westmont.edu,9.44,2234
Dawn,Chambers,M,DawnChambers@westmont.edu,1.04,4387
Ethan,Gilbert,M,EthanGilbert@westmont.edu,6.62,4400
Brianna,Nichols,F,BriannaNichols@westmont.edu,1.32,2744
Tammy,Mooney,F,TammyMooney@westmont.edu,4.37,1939
Randy,Smith,M,RandySmith@westmont.edu,1.59,523
Heather,Carter,F,HeatherCarter@westmont.edu,4.20,942
Eric,Jones,M,EricJones@westmont.edu,9.56,1453
Holly,Jackson,F,HollyJackson@westmont.edu,5.38,742
Steven,Patton,F,StevenPatton@westmont.edu,2.24,3890
Breanna,Levy,F,BreannaLevy@westmont.edu,4.54,3783
Gary,Harris,M,GaryHarris@westmont.edu,0.11,1057
Stephanie,Jenkins,F,StephanieJenkins@westmont.edu,6.48,2326
Margaret,Dickson,F,MargaretDickson@westmont.edu,3.94,2194
Lauren,Reese,M,LaurenReese@westmont.edu,2.98,4809
James,White,F,JamesWhite@westmont.edu,7.77,2009
Samuel,Sanchez,F,SamuelSanchez@westmont.edu,6.95,2846
Ashley,Durham,F,AshleyDurham@westmont.edu,8.78,2180
Calvin,Lopez,M,CalvinLopez@westmont.edu,3.70,1141
Amanda,Harper,F,AmandaHarper@westmont.edu,1.73,3246
Joanne,Burns,M,JoanneBurns@westmont.edu,8.36,2255
Daniel,Cordova,M,DanielCordova@westmont.edu,7.51,3443
Derek,Cantrell,M,DerekCantrell@westmont.edu,8.90,2640
Douglas,Thomas,F,DouglasThomas@westmont.edu,2.45,3652
Jared,Pena,M,JaredPena@westmont.edu,1.76,1732
Melissa,Rice,F,MelissaRice@westmont.edu,8.88,4891
Ashlee,Garcia,M,AshleeGarcia@westmont.edu,1.70,2753
Kelsey,Nichols,M,KelseyNichols@westmont.edu,4.05,2487
Mary,Oliver,M,MaryOliver@westmont.edu,0.04,1613
Tyrone,Martinez,M,TyroneMartinez@westmont.edu,9.96,4936
Jerome,Allen,M,JeromeAllen@westmont.edu,4.45,3096
Jose,Chambers,F,JoseChambers@westmont.edu,5.20,2692
Amber,Morgan,F,AmberMorgan@westmont.edu,3.41,3111
Karen,Freeman,M,KarenFreeman@westmont.edu,1.55,2366
Alexandria,Fowler,F,AlexandriaFowler@westmont.edu,9.46,4287
Michael,Brown,F,MichaelBrown@westmont.edu,5.30,2181
Karen,Salazar,F,KarenSalazar@westmont.edu,6.89,4781
Kim,Hanson,F,KimHanson@westmont.edu,1.13,2313
Jason,Reynolds,M,JasonReynolds@westmont.edu,6.37,2897
Jacob,Knight,M,JacobKnight@westmont.edu,6.44,1429
Christy,Myers,M,ChristyMyers@westmont.edu,4.14,4012
Arthur,Cobb,F,ArthurCobb@westmont.edu,0.16,134
Lisa,Hale,M,LisaHale@westmont.edu,1.42,2240
Tyler,French,F,TylerFrench@westmont.edu,5.20,2395
William,Ramirez,F,WilliamRamirez@westmont.edu,7.51,1769
Kenneth,Campbell,M,KennethCampbell@westmont.edu,7.01,798
Andrea,Carter,F,AndreaCarter@westmont.edu,0.94,913
Katie,Cook,M,KatieCook@westmont.edu,6.58,1748
Thomas,Spencer,F,ThomasSpencer@westmont.edu,3.21,2303
Brian,Bishop,F,BrianBishop@westmont.edu,7.64,2275
Jimmy,Martinez,F,JimmyMartinez@westmont.edu,3.73,2129
Carl,Ford,M,CarlFord@westmont.edu,7.63,286
Philip,Hahn,M,PhilipHahn@westmont.edu,6.34,1883
Sherry,Page,M,SherryPage@westmont.edu,6.58,4139
Janet,Johnson,F,JanetJohnson@westmont.edu,2.15,1963
Michelle,Chaney,F,MichelleChaney@westmont.edu,0.48,3474
Rodney,Oneill,F,RodneyOneill@westmont.edu,7.57,2491
Shelby,Wright,F,ShelbyWright@westmont.edu,6.41,4267
Jessica,Galvan,F,JessicaGalvan@westmont.edu,2.30,2500
Casey,Jackson,F,CaseyJackson@westmont.edu,5.30,2816
Holly,Schneider,F,HollySchneider@westmont.edu,1.06,4330
Alexander,Washington,F,AlexanderWashington@westmont.edu,0.17,1748
Carolyn,Brooks,F,CarolynBrooks@westmont.edu,7.14,1101
Sarah,Green,F,SarahGreen@westmont.edu,0.30,4545
Emily,Sullivan,F,EmilySullivan@westmont.edu,9.72,1808
Cynthia,Snyder,F,CynthiaSnyder@westmont.edu,0.46,4622
Grace,Perez,M,GracePerez@westmont.edu,7.13,1655
Tina,Vasquez,M,TinaVasquez@westmont.edu,5.19,2742
Gloria,Saunders,F,GloriaSaunders@westmont.edu,0.61,270
Gregory,Chen,M,GregoryChen@westmont.edu,0.73,3712
Denise,Watkins,M,DeniseWatkins@westmont.edu,0.09,2197
Kenneth,Butler,M,KennethButler@westmont.edu,8.89,2438
Mason,Thompson,M,MasonThompson@westmont.edu,8.29,4763
David,Moran,F,DavidMoran@westmont.edu,4.17,4958
John,Morgan,M,JohnMorgan@westmont.edu,1.23,487
Monica,Brady,F,MonicaBrady@westmont.edu,6.59,4657
Brianna,Oconnor,M,BriannaOconnor@westmont.edu,6.58,242
Jennifer,Garza,F,JenniferGarza@westmont.edu,3.69,1192
Edward,Matthews,F,EdwardMatthews@westmont.edu,6.05,3891
Dustin,Freeman,M,DustinFreeman@westmont.edu,5.30,320
Jennifer,Barry,F,JenniferBarry@westmont.edu,9.00,4012
Scott,Perkins,F,ScottPerkins@westmont.edu,8.53,869
Mary,Carr,F,MaryCarr@westmont.edu,7.65,4958
Roberta,Wolfe,M,RobertaWolfe@westmont.edu,5.78,2258
Charles,Foster,M,CharlesFoster@westmont.edu,9.30,4804
Jared,Soto,F,JaredSoto@westmont.edu,6.52,627
Alexander,Scott,F,AlexanderScott@westmont.edu,4.98,3147
Bonnie,Chase,F,BonnieChase@westmont.edu,1.32,3931
Brandon,Vargas,M,BrandonVargas@westmont.edu,8.17,2615
Jamie,Ibarra,F,JamieIbarra@westmont.edu,9.44,4873
Judith,Garza,F,JudithGarza@westmont.edu,2.44,4902
Heather,Edwards,F,HeatherEdwards@westmont.edu,7.61,571
Jeremy,Hensley,M,JeremyHensley@westmont.edu,7.28,4028
Veronica,Drake,F,VeronicaDrake@westmont.edu,3.26,2225
William,Colon,F,WilliamColon@westmont.edu,1.21,457
Brian,Chapman,M,BrianChapman@westmont.edu,6.94,3643
Kelly,Floyd,F,KellyFloyd@westmont.edu,5.22,2446
Donald,Zuniga,M,DonaldZuniga@westmont.edu,2.62,848
Adam,Dalton,F,AdamDalton@westmont.edu,6.79,4243
Christopher,Pierce,F,ChristopherPierce@westmont.edu,8.24,2638
Carolyn,Hudson,M,CarolynHudson@westmont.edu,3.50,120
Corey,Mueller,M,CoreyMueller@westmont.edu,6.92,3384
Megan,Kerr,F,MeganKerr@westmont.edu,4.30,3442
Judith,Powell,M,JudithPowell@westmont.edu,8.24,1677
Michelle,Avila,F,MichelleAvila@westmont.edu,5.33,3231
Tammie,Williams,M,TammieWilliams@westmont.edu,8.33,4576
Adam,Rodriguez,F,AdamRodriguez@westmont.edu,2.84,4944
Mark,Perry,M,MarkPerry@westmont.edu,4.26,4764
Robert,Perkins,M,RobertPerkins@westmont.edu,4.40,1432
Melanie,Steele,F,MelanieSteele@westmont.edu,3.98,2490
Samuel,Obrien,M,SamuelObrien@westmont.edu,9.55,4039
Erin,Rodriguez,M,ErinRodriguez@westmont.edu,6.47,2619
Kristin,Dalton,M,KristinDalton@westmont.edu,1.36,2151
Timothy,Avila,M,TimothyAvila@westmont.edu,9.73,3456
Jeffrey,Smith,F,JeffreySmith@westmont.edu,2.98,1687
Brian,Perez,F,BrianPerez@westmont.edu,3.18,4114
Charles,Mccarty,F,CharlesMccarty@westmont.edu,6.46,3106
Alyssa,Richardson,F,AlyssaRichardson@westmont.edu,5.40,4678
Melissa,Anthony,F,MelissaAnthony@westmont.edu,7.46,4288
Brooke,Orr,F,BrookeOrr@westmont.edu,1.58,4083
Rebecca,Wilson,F,RebeccaWilson@westmont.edu,0.01,2122
Christy,Brown,M,ChristyBrown@westmont.edu,1.44,1256
Lori,Garza,M,LoriGarza@westmont.edu,4.75,3814
Joel,Vang,F,JoelVang@westmont.edu,9.87,554
William,Graham,F,WilliamGraham@westmont.edu,5.27,171
Charles,West,M,CharlesWest@westmont.edu,4.33,552
Kristin,Merritt,M,KristinMerritt@westmont.edu,4.33,4347
Karen,Dillon,F,KarenDillon@westmont.edu,3.08,4753
Teresa,Bailey,F,TeresaBailey@westmont.edu,6.45,806
Eric,George,M,EricGeorge@westmont.edu,8.15,3228
Charles,Donovan,M,CharlesDonovan@westmont.edu,1.76,4135
Shawn,Johnson,F,ShawnJohnson@westmont.edu,9.00,2755
Christopher,Mcgee,F,ChristopherMcgee@westmont.edu,2.56,2131
Lisa,Lee,F,LisaLee@westmont.edu,3.48,1762
Sean,Howard,F,SeanHoward@westmont.edu,9.27,246
Brandon,Melton,M,BrandonMelton@westmont.edu,4.49,1276
Gwendolyn,Scott,M,GwendolynScott@westmont.edu,8.14,2753
Antonio,Steele,F,AntonioSteele@westmont.edu,9.95,215
David,Bartlett,F,DavidBartlett@westmont.edu,6.14,1360
Karen,Chen,F,KarenChen@westmont.edu,8.16,2835
Tina,Salazar,F,TinaSalazar@westmont.edu,3.75,14
Mary,Allen,M,MaryAllen@westmont.edu,5.93,1321
Kyle,Chen,M,KyleChen@westmont.edu,1.15,4573
Dennis,Le,F,DennisLe@westmont.edu,8.89,3933
Kimberly,Pierce,M,KimberlyPierce@westmont.edu,9.51,1248
Michael,Blevins,F,MichaelBlevins@westmont.edu,8.16,2001
Lori,Shepard,M,LoriShepard@westmont.edu,5.93,3336
Shannon,Nguyen,F,ShannonNguyen@westmont.edu,2.92,1467
Jordan,Nelson,F,JordanNelson@westmont.edu,4.06,4428
Morgan,Graham,M,MorganGraham@westmont.edu,7.03,4527
Stephanie,Jordan,F,StephanieJordan@westmont.edu,8.18,4876
Rodney,Henderson,F,RodneyHenderson@westmont.edu,1.98,742
Joseph,Reed,M,JosephReed@westmont.edu,7.60,3016
Andrea,Jones,M,AndreaJones@westmont.edu,0.34,3835
Douglas,Sanders,M,DouglasSanders@westmont.edu,1.19,985
Charles,Lam,F,CharlesLam@westmont.edu,6.18,3633
Henry,Avila,F,HenryAvila@westmont.edu,6.90,1690
Trevor,Garcia,F,TrevorGarcia@westmont.edu,4.94,1418
Lisa,Russo,F,LisaRusso@westmont.edu,3.16,620
Timothy,Howe,F,TimothyHowe@westmont.edu,4.27,2214
Ann,Thompson,M,AnnThompson@westmont.edu,5.57,1022
Douglas,Martinez,M,DouglasMartinez@westmont.edu,8.71,4336
Candice,Green,F,CandiceGreen@westmont.edu,0.81,4700
Gene,Allen,M,GeneAllen@westmont.edu,3.57,384
Anthony,Boyd,F,AnthonyBoyd@westmont.edu,5.70,241
Nicole,Dickson,M,NicoleDickson@westmont.edu,0.39,4046
Aaron,Chavez,F,AaronChavez@westmont.edu,2.30,1647
Colleen,Franklin,F,ColleenFranklin@westmont.edu,6.10,2845
Aaron,Haynes,M,AaronHaynes@westmont.edu,3.57,1111
Chad,Bishop,M,ChadBishop@westmont.edu,8.74,4707
Chris,Lee,M,ChrisLee@westmont.edu,9.33,2346
Janice,Coffey,M,JaniceCoffey@westmont.edu,2.35,3370
Ashley,Mercado,M,AshleyMercado@westmont.edu,7.61,3178
Aaron,Cole,F,AaronCole@westmont.edu,4.77,119
Tommy,Stewart,F,TommyStewart@westmont.edu,0.62,2746
Kevin,Edwards,M,KevinEdwards@westmont.edu,7.94,3791
Don,Sutton,M,DonSutton@westmont.edu,1.77,4221
Samuel,Holloway,F,SamuelHolloway@westmont.edu,2.85,707
Hannah,Harris,F,HannahHarris@westmont.edu,4.06,3523
Patrick,Jefferson,M,PatrickJefferson@westmont.edu,1.73,1036
Jessica,Robertson,F,JessicaRobertson@westmont.edu,2.43,447
Diane,Keller,F,DianeKeller@westmont.edu,5.96,2480
Stephen,Zhang,F,StephenZhang@westmont.edu,6.98,3169
Ebony,Myers,F,EbonyMyers@westmont.edu,0.94,294
Curtis,Romero,M,CurtisRomero@westmont.edu,4.56,2182
Gregory,Green,F,GregoryGreen@westmont.edu,0.25,1440
Amanda,Watts,F,AmandaWatts@westmont.edu,3.41,4764
Laura,Osborn,F,LauraOsborn@westmont.edu,9.00,1107
Alan,Brown,F,AlanBrown@westmont.edu,7.12,3490
Jennifer,Austin,M,JenniferAustin@westmont.edu,9.32,247
Leslie,Lara,F,LeslieLara@westmont.edu,7.72,2599
James,Franklin,M,JamesFranklin@westmont.edu,0.94,941
Brandon,Francis,M,BrandonFrancis@westmont.edu,7.52,4321
Adam,Combs,F,AdamCombs@westmont.edu,5.90,251
Justin,Anderson,M,JustinAnderson@westmont.edu,6.86,1278
Adrienne,Richards,M,AdrienneRichards@westmont.edu,5.88,2514
Devin,Ford,F,DevinFord@westmont.edu,9.03,4908
Colton,Williams,F,ColtonWilliams@westmont.edu,7.92,212
Shannon,Harris,F,ShannonHarris@westmont.edu,4.98,2694
Russell,Lee,F,RussellLee@westmont.edu,4.00,1838
Austin,Stevens,M,AustinStevens@westmont.edu,0.07,232
Phillip,Davis,F,PhillipDavis@westmont.edu,1.81,3360
Kimberly,Cummings,F,KimberlyCummings@westmont.edu,8.14,2160
Lisa,Lowe,M,LisaLowe@westmont.edu,5.53,4928
Sean,Daugherty,F,SeanDaugherty@westmont.edu,9.05,1149
George,Black,M,GeorgeBlack@westmont.edu,8.76,2549
Benjamin,Rosales,F,BenjaminRosales@westmont.edu,6.11,3335
Thomas,Martin,M,ThomasMartin@westmont.edu,3.68,1313
Lindsay,Bray,F,LindsayBray@westmont.edu,0.71,484
Danny,Velazquez,M,DannyVelazquez@westmont.edu,9.47,1430
Wayne,Avery,F,WayneAvery@westmont.edu,3.76,2742
Victoria,Ramirez,M,VictoriaRamirez@westmont.edu,0.66,631
Victoria,Willis,F,VictoriaWillis@westmont.edu,3.25,4110
Brian,Lee,M,BrianLee@westmont.edu,5.00,767
David,Boyd,M,DavidBoyd@westmont.edu,2.77,60
Francisco,Lewis,M,FranciscoLewis@westmont.edu,0.08,2889
Doris,Foster,M,DorisFoster@westmont.edu,8.60,1678
Mark,Taylor,F,MarkTaylor@westmont.edu,8.96,3154
Benjamin,Hall,M,BenjaminHall@westmont.edu,6.46,1036
Renee,May,M,ReneeMay@westmont.edu,5.56,4151
William,Miller,M,WilliamMiller@westmont.edu,5.48,756
Lori,Davis,F,LoriDavis@westmont.edu,0.05,1018
Susan,Anderson,F,SusanAnderson@westmont.edu,1.01,3211
Shannon,Rodriguez,F,ShannonRodriguez@westmont.edu,2.24,2547
Peter,Manning,M,PeterManning@westmont.edu,2.13,128
Alan,Mueller,F,AlanMueller@westmont.edu,7.96,3177
Morgan,Simmons,F,MorganSimmons@westmont.edu,9.69,2495
Kelly,Rios,F,KellyRios@westmont.edu,4.27,2626
Kevin,Livingston,M,KevinLivingston@westmont.edu,0.66,3359
Kim,Vaughan,F,KimVaughan@westmont.edu,2.37,2992
Austin,Chang,F,AustinChang@westmont.edu,1.45,880
Jeremy,Vargas,F,JeremyVargas@westmont.edu,4.76,3048
Jane,Stevens,M,JaneStevens@westmont.edu,7.70,4745
Ashley,Townsend,F,AshleyTownsend@westmont.edu,5.93,524
Nicole,Valenzuela,M,NicoleValenzuela@westmont.edu,9.87,597
Angela,Henderson,F,AngelaHenderson@westmont.edu,2.96,3605
Anthony,Fleming,M,AnthonyFleming@westmont.edu,5.54,911
David,Torres,M,DavidTorres@westmont.edu,0.55,3897
John,Romero,M,JohnRomero@westmont.edu,3.12,1661
Adam,Conner,M,AdamConner@westmont.edu,0.82,901
Gary,Foster,M,GaryFoster@westmont.edu,4.23,4168
Paula,Daugherty,M,PaulaDaugherty@westmont.edu,4.27,516
Katherine,Gilmore,F,KatherineGilmore@westmont.edu,8.84,1203
Jeffery,Jones,M,JefferyJones@westmont.edu,8.88,4263
Craig,Davis,F,CraigDavis@westmont.edu,4.94,3229
Lawrence,Foley,M,LawrenceFoley@westmont.edu,7.29,1185
Angela,West,M,AngelaWest@westmont.edu,7.24,859
Jenny,Wilson,M,JennyWilson@westmont.edu,2.39,3201
Damon,Davis,M,DamonDavis@westmont.edu,6.68,474
Carl,Flowers,M,CarlFlowers@westmont.edu,1.66,1550
Maria,White,M,MariaWhite@westmont.edu,5.15,675
Jennifer,Fisher,F,JenniferFisher@westmont.edu,9.97,3591
Angela,Duncan,M,AngelaDuncan@westmont.edu,6.26,3109
Christopher,Marks,M,ChristopherMarks@westmont.edu,3.60,233
Amanda,Richards,F,AmandaRichards@westmont.edu,6.17,281
Kristin,Smith,F,KristinSmith@westmont.edu,4.02,2207
Deborah,Ashley,F,DeborahAshley@westmont.edu,2.17,2656
Jeremy,Vincent,F,JeremyVincent@westmont.edu,9.35,3574
George,Vega,F,GeorgeVega@westmont.edu,0.43,4449
Angela,Gordon,M,AngelaGordon@westmont.edu,7.25,4902
Tracy,Austin,M,TracyAustin@westmont.edu,0.18,156
Deanna,York,M,DeannaYork@westmont.edu,1.28,2904
Barry,Cherry,F,BarryCherry@westmont.edu,9.35,4775
Andrea,Mendoza,M,AndreaMendoza@westmont.edu,3.99,2838
Julie,Rojas,F,JulieRojas@westmont.edu,1.15,3668
Sharon,Bonilla,M,SharonBonilla@westmont.edu,0.15,3729
Jason,Poole,M,JasonPoole@westmont.edu,3.56,4596
Patrick,Johnson,F,PatrickJohnson@westmont.edu,4.79,2377
Scott,Wells,M,ScottWells@westmont.edu,9.77,2471
Kristine,Chan,M,KristineChan@westmont.edu,0.80,447
Bryan,Campos,M,BryanCampos@westmont.edu,2.59,1558
John,Rubio,M,JohnRubio@westmont.edu,5.48,1504
Katie,Tanner,F,KatieTanner@westmont.edu,5.46,3633
Kevin,Adams,F,KevinAdams@westmont.edu,0.71,4240
Andrew,Grant,M,AndrewGrant@westmont.edu,7.93,3204
Victoria,Kirk,M,VictoriaKirk@westmont.edu,3.33,2220
Sarah,Medina,M,SarahMedina@westmont.edu,3.83,2680
Joshua,Yang,M,JoshuaYang@westmont.edu,9.47,3023
Jasmine,Cohen,M,JasmineCohen@westmont.edu,3.41,195
Lauren,Hill,M,LaurenHill@westmont.edu,8.58,2534
Heather,Francis,F,HeatherFrancis@westmont.edu,8.10,509
Evelyn,Clark,M,EvelynClark@westmont.edu,0.98,1399
Jessica,Le,F,JessicaLe@westmont.edu,7.75,4479
Rhonda,Wright,F,RhondaWright@westmont.edu,3.15,2343
Theresa,Thomas,F,TheresaThomas@westmont.edu,6.89,3051
Ryan,Taylor,M,RyanTaylor@westmont.edu,1.92,2119
Cory,Stokes,M,CoryStokes@westmont.edu,8.18,3628
Sarah,Morales,F,SarahMorales@westmont.edu,5.97,3218
Stephanie,Drake,F,StephanieDrake@westmont.edu,9.22,1759
Steven,Randall,F,StevenRandall@westmont.edu,5.77,4505
Gerald,Jones,F,GeraldJones@westmont.edu,0.35,2547
Kimberly,Thomas,F,KimberlyThomas@westmont.edu,9.52,2811
Clinton,Zavala,F,ClintonZavala@westmont.edu,4.99,4152
Christopher,Navarro,F,ChristopherNavarro@westmont.edu,8.85,1862
Tracy,Willis,M,TracyWillis@westmont.edu,7.66,3743
Lauren,Garcia,M,LaurenGarcia@westmont.edu,0.92,4495
Sophia,Davila,M,SophiaDavila@westmont.edu,2.14,1993
Timothy,Hernandez,M,TimothyHernandez@westmont.edu,6.05,1042
John,Williams,M,JohnWilliams@westmont.edu,2.64,2826
Holly,Sanders,F,HollySanders@westmont.edu,2.44,913
Charles,Thomas,F,CharlesThomas@westmont.edu,2.70,4567
Jonathan,Casey,M,JonathanCasey@westmont.edu,5.69,211
Samantha,Harris,F,SamanthaHarris@westmont.edu,7.50,2402
Sean,Wells,M,SeanWells@westmont.edu,9.95,1017
Maria,Rocha,M,MariaRocha@westmont.edu,2.89,1624
Elizabeth,May,M,ElizabethMay@westmont.edu,5.54,483
Nathan,Moon,F,NathanMoon@westmont.edu,0.03,3336
Patrick,George,F,PatrickGeorge@westmont.edu,7.64,993
Travis,Copeland,M,TravisCopeland@westmont.edu,9.26,1251
Alexander,Deleon,F,AlexanderDeleon@westmont.edu,6.51,4542
Roy,Acosta,M,RoyAcosta@westmont.edu,3.36,909
Victor,Garcia,M,VictorGarcia@westmont.edu,8.48,2737
Mariah,Reed,M,MariahReed@westmont.edu,7.19,3682
Brittany,Miller,F,BrittanyMiller@westmont.edu,6.09,3166
Julia,Stewart,M,JuliaStewart@westmont.edu,3.50,4857
David,Munoz,M,DavidMunoz@westmont.edu,6.26,3949
Sharon,Garrison,M,SharonGarrison@westmont.edu,1.04,4514
Colleen,Tucker,F,ColleenTucker@westmont.edu,4.27,4459
John,Larsen,M,JohnLarsen@westmont.edu,3.53,4321
Paul,York,F,PaulYork@westmont.edu,0.57,3997
Gregory,Anderson,M,GregoryAnderson@westmont.edu,4.16,1523
Michael,Townsend,M,MichaelTownsend@westmont.edu,3.86,1197
Erica,Webb,M,EricaWebb@westmont.edu,2.32,3212
Christopher,Mosley,M,ChristopherMosley@westmont.edu,5.01,525
Elizabeth,Young,M,ElizabethYoung@westmont.edu,5.60,4727
Zachary,Fisher,M,ZacharyFisher@westmont.edu,3.00,1643
Meghan,Mcclain,M,MeghanMcclain@westmont.edu,5.12,3341
James,Parrish,M,JamesParrish@westmont.edu,8.87,4725
Renee,Mccoy,F,ReneeMccoy@westmont.edu,4.74,4923
Luke,Miller,F,LukeMiller@westmont.edu,7.06,422
Sandra,Carr,M,SandraCarr@westmont.edu,0.15,3147
Michael,Bailey,M,MichaelBailey@westmont.edu,7.67,3494
Scott,Watts,M,ScottWatts@westmont.edu,9.01,3188
Jeremiah,Mullen,M,JeremiahMullen@westmont.edu,9.50,3802
Nicholas,Torres,F,NicholasTorres@westmont.edu,2.08,3117
William,Lane,F,WilliamLane@westmont.edu,3.66,139
Patricia,Pugh,F,PatriciaPugh@westmont.edu,6.86,2512
Ruth,Matthews,F,RuthMatthews@westmont.edu,3.17,2537
Jeffery,Johnson,F,JefferyJohnson@westmont.edu,5.77,3977
Adrienne,Baker,M,AdrienneBaker@westmont.edu,0.73,1390
Susan,Martin,F,SusanMartin@westmont.edu,1.42,1858
Carrie,Meyer,M,CarrieMeyer@westmont.edu,1.03,2891
George,Garcia,F,GeorgeGarcia@westmont.edu,4.89,3820
Victoria,Farrell,F,VictoriaFarrell@westmont.edu,5.04,4087
Thomas,French,M,ThomasFrench@westmont.edu,9.39,2562
Benjamin,Wang,F,BenjaminWang@westmont.edu,0.62,1227
Joseph,Lopez,M,JosephLopez@westmont.edu,3.06,1670
Michelle,Briggs,M,MichelleBriggs@westmont.edu,2.07,3087
Brett,Gonzales,M,BrettGonzales@westmont.edu,9.34,2149
Manuel,Osborne,M,ManuelOsborne@westmont.edu,0.58,3042
Samantha,Matthews,M,SamanthaMatthews@westmont.edu,0.55,834
Carla,Barrera,M,CarlaBarrera@westmont.edu,2.52,3717
Kathryn,Kelly,M,KathrynKelly@westmont.edu,6.77,429
Andrew,Serrano,F,AndrewSerrano@westmont.edu,7.60,1382
Caitlin,Green,M,CaitlinGreen@westmont.edu,8.80,353
Bonnie,Norris,F,BonnieNorris@westmont.edu,6.28,167
Stephanie,Walters,M,StephanieWalters@westmont.edu,3.88,4807
Kyle,Burke,F,KyleBurke@westmont.edu,1.69,3997
Darryl,Levy,F,DarrylLevy@westmont.edu,8.08,2633
Sean,Hall,F,SeanHall@westmont.edu,2.99,535
Brian,Bauer,M,BrianBauer@westmont.edu,8.64,1329
James,Robinson,F,JamesRobinson@westmont.edu,1.98,374
Stephen,Kennedy,F,StephenKennedy@westmont.edu,0.17,3305
Deanna,Potts,M,DeannaPotts@westmont.edu,3.84,158
James,Kennedy,M,JamesKennedy@westmont.edu,5.13,1816
Aaron,Sampson,M,AaronSampson@westmont.edu,9.41,2040
Zachary,Thomas,F,ZacharyThomas@westmont.edu,1.66,881
Scott,Blackburn,F,ScottBlackburn@westmont.edu,8.91,3105
Yolanda,Wilson,F,YolandaWilson@westmont.edu,8.02,1462
Gregory,Marquez,M,GregoryMarquez@westmont.edu,4.65,954
Yolanda,Washington,F,YolandaWashington@westmont.edu,2.34,1796
Allen,Pena,F,AllenPena@westmont.edu,9.00,1864
Erik,Brewer,F,ErikBrewer@westmont.edu,7.73,1470
Kenneth,Young,M,KennethYoung@westmont.edu,9.81,549
Michael,Fisher,F,MichaelFisher@westmont.edu,0.28,4988
Randy,Sanders,F,RandySanders@westmont.edu,8.72,1631
Brittany,Allen,M,BrittanyAllen@westmont.edu,3.02,2350
Benjamin,Ray,M,BenjaminRay@westmont.edu,8.81,4331
John,Ramsey,F,JohnRamsey@westmont.edu,6.76,4059
Bruce,Kelly,F,BruceKelly@westmont.edu,6.07,447
Cynthia,Villarreal,F,CynthiaVillarreal@westmont.edu,7.97,87
Alexandra,Figueroa,F,AlexandraFigueroa@westmont.edu,3.04,1896
Melissa,Mcclure,F,MelissaMcclure@westmont.edu,8.64,1838
David,Owens,M,DavidOwens@westmont.edu,6.14,2995
Paul,Hanson,F,PaulHanson@westmont.edu,0.81,3425
Michael,Raymond,F,MichaelRaymond@westmont.edu,3.73,4534
Sarah,Vega,M,SarahVega@westmont.edu,0.92,554
Gerald,Thornton,F,GeraldThornton@westmont.edu,2.75,3818
Megan,Knapp,F,MeganKnapp@westmont.edu,2.55,794
Scott,Peterson,F,ScottPeterson@westmont.edu,4.07,1671
Robert,Bates,M,RobertBates@westmont.edu,9.17,3545
Dakota,Payne,M,DakotaPayne@westmont.edu,1.63,3513
Kyle,Sellers,M,KyleSellers@westmont.edu,7.87,69
